Timestamp,Temperature (TMP112),Temperature (BME688),Humidity,Pressure,Gas Resistance,Acceleration X,Acceleration Y,Acceleration Z,Gyroscope X,Gyroscope Y,Gyroscope Z,UVA,UVA Index
2024-03-05 16:03:21,28.1875,29.586804665008096,27.918712643142367,96051.14691914218,8916.132627472834,9,8,252,0.03522504892367906,0.03131115459882583,0.9863013698630136,50,0
2024-03-05 16:03:26,28.1875,29.593718013344187,27.8501210478006,96050.98392054405,8916.132627472834,2,3,252,0.007827788649706457,0.011741682974559686,0.9863013698630136,57,0
2024-03-05 16:03:31,28.1875,29.617286250278084,27.729775321361554,96051.98501718478,8916.132627472834,3,4,254,0.019569471624266144,0.03131115459882583,0.9941291585127201,64,0
2024-03-05 16:03:37,28.25,29.649967548985114,27.6899459943156,96052.45947160144,8916.132627472834,4,5,252,0.015655577299412915,0.019569471624266144,0.9863013698630136,69,0
2024-03-05 16:03:42,28.3125,29.68264885949666,27.687313783023825,96053.2848635267,8886.420438767009,0,-3,241,0.011741682974559686,-0.011741682974559686,0.9432485322896281,66,0
2024-03-05 16:03:48,28.375,29.70653136310484,27.668019410560195,96054.33375522518,8886.420438767009,8,2,252,0.03131115459882583,0.007827788649706457,0.9980430528375733,71,0
2024-03-05 16:03:53,28.375,29.73575601425473,27.649164100451305,96053.7468838761,8893.829905503057,3,13,251,0.011741682974559686,0.050880626223091974,0.9823874755381604,72,0
2024-03-05 16:03:59,28.4375,29.756181851307883,27.608341369189315,96053.73507342309,8901.25173852573,2,10,255,0.007827788649706457,0.03913894324853229,0.9980430528375733,80,0
2024-03-05 16:04:04,28.375,29.78069286185837,27.573171850823794,96054.35318491241,8886.420438767009,2,9,253,0.050880626223091974,0.019569471624266144,0.9902152641878669,69,0
2024-03-05 16:04:10,28.4375,29.808974805359867,27.517080886577766,96053.44420886994,8901.25173852573,7,11,255,0.0273972602739726,0.043052837573385516,0.9980430528375733,89,0
2024-03-05 16:04:15,28.4375,29.82562973177992,27.821363827374746,96052.67444282195,8886.420438767009,6,3,250,0.0273972602739726,0.03913894324853229,1.0019569471624266,79,0
2024-03-05 16:04:21,28.4375,29.853283201286104,27.92477139773751,96052.54645852563,8908.685968819598,7,7,252,0.0273972602739726,0.0273972602739726,0.9863013698630136,76,0
2024-03-05 16:04:26,28.5,29.88533609697115,27.71990994789026,96052.92088042815,17772.840877534018,7,7,246,0.0273972602739726,0.0273972602739726,0.9628180039138943,80,0
2024-03-05 16:04:32,28.5,29.873709064871036,27.53829957447863,96053.06075479867,17772.840877534018,8,6,253,0.0273972602739726,0.015655577299412915,0.9902152641878669,73,0
2024-03-05 16:04:37,28.625,29.862396278315828,27.516136957793773,96053.07330791767,17802.50347705146,5,5,251,0.019569471624266144,0.023483365949119372,0.9863013698630136,87,0
2024-03-05 16:04:43,28.625,29.846998321110732,27.64234716218723,96053.86151236939,17787.659811006113,5,4,251,0.019569471624266144,0.015655577299412915,0.9823874755381604,74,0
2024-03-05 16:04:48,28.6875,29.825943975704103,27.59812015439694,96054.1286080534,17772.840877534018,0,2,248,0.015655577299412915,0.03131115459882583,0.9706457925636007,79,0
2024-03-05 16:04:54,28.8125,29.78697773742806,27.616175553594708,96054.09265930549,17772.840877534018,4,8,254,0.015655577299412915,0.03131115459882583,0.9941291585127201,67,0
2024-03-05 16:04:59,28.875,29.723814757805666,27.61100221986827,96054.01317853948,17802.50347705146,6,7,248,0.0273972602739726,0.03522504892367906,0.9863013698630136,85,0
2024-03-05 16:05:05,28.9375,29.672593070389667,27.723688074472644,96053.84172715135,17787.659811006113,8,4,246,0.03131115459882583,0.015655577299412915,0.9628180039138943,71,0
2024-03-05 16:05:10,28.875,29.647453602511632,27.679113465836096,96054.0039701302,17832.26525494567,1,1,252,0.003913894324853229,0.003913894324853229,0.9863013698630136,69,0
2024-03-05 16:05:16,28.875,29.63991176351028,27.678494990602417,96053.5431665153,17832.26525494567,7,3,255,0.015655577299412915,0.0273972602739726,0.9980430528375733,72,0
